Orthogroup	Choanozoa_Choanoflagellatea_Monosiga_brevicollis	Choanozoa_Choanoflagellatea_Salpingoeca_rosetta	Chordata_Amphioxiformes_Branchiostoma_belcheri	Chordata_Amphioxiformes_Branchiostoma_floridae	Chordata_Amphioxiformes_Branchiostoma_lanceolatum	Chordata_Vertebrata_Bos_taurus	Chordata_Vertebrata_Coturnix_japonica	Chordata_Vertebrata_Danio_rerio	Chordata_Vertebrata_Homo_sapiens	Chordata_Vertebrata_Mus_musculus	Cnidaria_Anthozoa_Acropora_digitifera	Cnidaria_Anthozoa_Exaiptasia_diaphana	Cnidaria_Anthozoa_Nematostella_vectensis	Cnidaria_Anthozoa_Porites_asteroides	Cnidaria_Anthozoa_Stylophora_pistillata	Cnidaria_Anthozoa_Xenia_spec	Cnidaria_Cubozoa_Morbakka_virulenta	Cnidaria_Hydrozoa_Clytia_hemispherica	Cnidaria_Hydrozoa_Hydra_vulgaris	Cnidaria_Myxozoa_Thelohanellus_kitauei	Cnidaria_Scyphozoa_Aurelia_aurita	Cnidaria_Staurozoa_Calvadosia_cruxmelitensis	Ctenophora_Nuda_Beroe_ovata	Ctenophora_Tentaculata_Mnemiopsis_leidyi	Ctenophora_Tentaculata_Pleurobrachia_bachei	Insecta_Diptera_Drosophila_melanogaster	Nematoda_Chromadorea_Caenorhabditis_elegans	Placozoa_Trichoplacidae_Trichoplax_spec-H2	Placozoa_Trichoplacidae_Tricoplax_adhaerens	Platyhelminthes_Tricladida_Schmidtea_mediterranea	Porifera_Demospongiae_Amphimedon_queenslandica	Porifera_Demospongiae_Ephydatia_muelleri	Total
OG0000183	0	0	0	2	1	2	0	0	0	0	0	0	0	0	4	2	0	7	0	0	9	1	0	0	0	0	0	0	0	0	0	0	28
OG0000184	0	0	0	0	0	0	0	0	0	0	5	10	0	2	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	28
OG0000185	0	0	0	0	0	0	0	0	0	0	0	27	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28
OG0000186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	28
OG0000187	1	1	1	1	1	0	0	0	0	0	0	2	3	1	0	2	1	1	0	0	1	0	1	0	3	0	0	1	1	0	2	3	27
OG0000188	0	0	1	1	0	0	0	0	0	0	6	2	5	0	1	1	2	2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	27
OG0000189	0	0	0	3	6	0	0	0	0	0	5	0	4	2	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27
OG0000190	0	0	0	0	2	0	0	0	0	0	0	21	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27
OG0000191	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	10	14	0	0	0	0	0	0	0	27
OG0000192	1	1	2	1	2	0	0	0	0	0	0	1	3	0	1	1	1	1	1	1	1	1	2	0	1	0	0	1	1	1	1	0	26
OG0000193	1	1	1	2	2	0	0	0	0	0	1	1	1	1	0	1	1	1	1	0	0	2	2	1	1	0	0	1	1	0	2	1	26
OG0000194	0	1	1	1	1	0	0	0	0	0	2	1	2	0	1	0	1	2	1	0	1	2	1	1	2	0	0	1	1	0	1	2	26
OG0000195	0	0	1	1	2	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	3	1	1	2	0	0	1	1	1	1	2	26
OG0000196	0	0	12	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	26
OG0000197	0	0	2	1	1	0	0	0	0	0	2	4	2	0	2	1	1	1	2	0	1	6	0	0	0	0	0	0	0	0	0	0	26
OG0000198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	26
OG0000199	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	3	1	0	25
OG0000200	0	1	1	3	2	0	1	0	1	0	1	1	1	0	1	1	1	1	1	0	0	1	1	0	1	0	0	1	1	0	2	1	25
OG0000201	0	0	2	3	2	0	0	0	0	0	1	1	5	1	1	1	2	1	0	0	1	2	0	0	0	0	0	1	1	0	0	0	25
OG0000202	0	0	3	4	4	1	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	2	2	1	1	0	1	0	0	0	1	0	25
OG0000203	0	0	2	4	3	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	3	1	0	0	0	0	0	1	1	0	0	0	24
OG0000204	0	0	1	2	1	0	0	0	0	0	1	0	1	1	1	1	2	1	1	0	2	0	2	1	1	0	0	1	1	0	1	2	24
OG0000205	0	0	1	19	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	24
OG0000206	0	0	0	0	0	0	0	0	0	0	0	6	0	1	8	7	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	24
OG0000207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	24
OG0000208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	24
OG0000209	1	0	1	1	1	1	0	1	0	0	1	2	1	1	1	0	1	1	1	0	0	2	0	0	1	0	0	1	1	1	1	1	23
OG0000210	1	1	1	1	1	0	0	0	0	0	1	1	2	1	1	1	1	1	0	0	1	1	2	0	1	0	0	1	1	1	1	0	23
OG0000211	1	1	1	1	1	0	0	0	0	0	1	1	2	0	1	2	1	1	0	0	2	4	1	0	1	0	0	1	0	0	0	0	23
OG0000212	0	1	2	1	1	0	0	0	0	0	1	2	2	1	0	1	1	0	0	0	0	3	2	1	2	0	0	1	1	0	0	0	23
OG0000213	0	0	1	1	1	0	0	0	0	0	1	2	0	1	2	1	1	1	0	0	1	1	6	1	1	0	0	1	0	0	0	0	23
OG0000214	0	0	1	1	1	1	0	2	1	0	0	1	1	0	1	1	1	0	1	0	1	2	1	1	1	0	0	1	1	0	1	1	23
OG0000215	0	0	1	2	1	3	4	6	2	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23
OG0000216	0	0	6	2	5	2	2	1	2	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23
OG0000217	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23
OG0000218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	8	6	0	0	0	0	0	0	0	23
OG0000219	1	0	3	1	1	0	0	0	0	0	1	2	1	0	1	1	0	0	0	0	0	2	1	0	0	2	0	1	1	0	2	1	22
OG0000220	0	1	4	4	5	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	1	2	0	0	0	1	0	0	0	22
OG0000221	0	0	5	8	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22
OG0000222	0	0	1	1	1	4	2	7	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22
OG0000223	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	22
OG0000224	0	0	0	0	0	0	0	0	0	0	8	1	3	1	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	22
OG0000225	0	0	0	0	0	0	0	0	0	0	3	6	1	1	9	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	22
OG0000226	0	0	0	0	0	0	0	0	0	0	1	3	8	8	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	22
OG0000227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	21	22
OG0000228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	22
OG0000229	1	1	1	1	1	0	0	0	0	0	1	1	1	0	0	1	2	0	1	0	2	1	0	1	1	0	0	1	1	0	1	1	21
OG0000230	1	1	3	3	4	0	0	0	0	0	1	1	0	0	1	0	1	1	0	0	2	1	0	0	0	0	0	0	0	0	0	1	21
OG0000231	0	0	1	1	2	0	0	0	0	0	1	3	1	1	1	1	3	1	3	0	1	1	0	0	0	0	0	0	0	0	0	0	21
OG0000232	0	0	4	7	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21
OG0000233	0	0	6	3	6	0	1	0	1	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	21
OG0000234	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21
OG0000235	0	0	1	1	1	2	1	0	2	3	2	2	1	0	1	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	21
OG0000236	0	0	1	1	1	1	2	3	2	1	0	0	0	0	0	0	1	3	0	0	1	1	0	0	0	3	0	0	0	0	0	0	21
OG0000237	0	0	2	2	1	0	0	0	0	0	0	1	1	0	1	1	2	1	0	0	1	2	1	1	1	0	0	0	0	0	2	1	21
OG0000238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	17	1	0	0	0	0	21
OG0000239	0	1	1	3	3	0	0	0	0	0	0	3	1	0	1	0	0	0	1	0	2	1	0	0	1	0	0	1	1	0	0	0	20
OG0000240	0	1	0	0	0	0	0	0	0	0	1	1	4	0	2	1	0	1	3	0	0	0	3	0	2	0	0	0	0	0	0	1	20
OG0000241	0	0	4	5	5	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	20
OG0000242	0	0	3	3	6	0	0	0	0	0	2	0	2	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20
OG0000243	0	0	3	2	5	3	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	20
OG0000244	0	0	1	2	1	0	0	0	0	0	4	1	2	4	1	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	20
OG0000245	0	0	1	1	0	0	0	0	0	0	0	9	0	0	2	0	0	1	0	0	5	0	0	0	1	0	0	0	0	0	0	0	20
OG0000246	0	0	6	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	20
OG0000247	0	0	1	0	1	4	3	4	3	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	20
OG0000248	0	0	1	1	1	1	0	2	0	0	2	1	1	0	1	1	2	1	0	0	0	1	0	0	0	2	1	0	0	1	0	0	20
OG0000249	0	0	0	0	0	2	5	4	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20
OG0000250	0	0	0	0	0	0	0	0	0	0	1	1	17	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20
OG0000251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	7	5	0	0	0	0	0	0	0	20
OG0000252	1	0	1	4	1	2	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	19
OG0000253	0	1	1	1	1	0	0	0	0	0	0	2	1	1	1	0	1	1	0	1	1	2	0	1	0	0	0	1	1	0	0	1	19
OG0000254	0	0	16	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
OG0000255	0	0	7	8	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	19
OG0000256	0	0	13	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	19
OG0000257	0	0	14	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
OG0000258	0	0	1	1	1	6	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	19
OG0000259	0	0	1	15	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
OG0000260	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
OG0000261	0	0	0	0	0	3	2	5	3	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	19
OG0000262	0	0	0	0	0	0	0	0	0	0	1	2	1	0	3	0	4	0	4	0	1	3	0	0	0	0	0	0	0	0	0	0	19
OG0000263	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	1	0	1	1	2	1	7	0	0	0	0	0	0	0	19
OG0000264	0	0	2	8	7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18
OG0000265	0	0	1	2	2	0	0	0	0	0	1	3	1	1	1	1	1	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	18
OG0000266	0	0	5	6	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18
OG0000267	0	0	1	0	0	0	0	0	0	0	1	1	1	1	1	0	2	1	0	0	1	4	0	0	0	0	0	0	1	0	3	0	18
OG0000268	0	0	1	1	1	1	1	2	1	1	0	1	1	0	1	1	1	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	18
OG0000269	0	0	1	3	1	2	1	1	0	1	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	18
OG0000270	0	0	3	5	5	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	18
OG0000271	0	0	0	0	0	6	2	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18
OG0000272	0	0	0	0	0	0	0	0	0	0	1	2	4	0	1	0	3	1	1	0	2	3	0	0	0	0	0	0	0	0	0	0	18
OG0000273	0	0	0	0	0	0	0	0	0	0	0	13	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	18
OG0000274	1	0	1	2	1	0	0	0	0	0	0	0	0	1	0	0	0	1	3	0	0	0	0	0	1	0	0	1	2	1	1	1	17
OG0000275	0	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	3	0	0	0	0	0	2	2	0	0	0	17
OG0000276	0	0	3	5	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	2	0	17
OG0000277	0	0	3	3	2	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	3	1	1	0	0	0	0	0	0	0	17
OG0000278	0	0	1	1	1	0	0	0	0	0	2	1	2	1	1	0	1	0	0	0	1	3	0	0	0	0	0	0	0	0	2	0	17
OG0000279	0	0	1	3	2	0	0	0	0	0	2	1	2	1	1	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	17
OG0000280	0	0	1	1	1	0	0	0	0	0	2	1	1	0	1	0	2	1	2	0	0	4	0	0	0	0	0	0	0	0	0	0	17
OG0000281	0	0	1	6	0	2	2	1	2	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	17
OG0000282	0	0	1	1	1	0	0	0	0	0	2	1	1	0	0	0	1	1	1	0	1	1	0	0	0	0	0	1	1	1	1	1	17
OG0000283	0	0	0	0	0	7	5	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
OG0000284	0	0	0	0	0	1	0	0	0	0	3	1	4	2	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	17
OG0000285	0	0	0	0	0	0	0	0	0	0	2	5	2	0	1	0	1	1	1	0	1	2	0	1	0	0	0	0	0	0	0	0	17
OG0000286	0	0	0	0	0	0	0	0	0	0	1	2	3	0	2	3	1	1	2	0	1	1	0	0	0	0	0	0	0	0	0	0	17
OG0000287	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
OG0000288	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	2	2	0	2	7	0	0	0	0	0	0	0	0	0	0	17
OG0000289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
OG0000290	0	0	13	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	16
OG0000291	0	0	2	1	1	3	2	0	1	2	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	16
OG0000292	0	0	2	7	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	16
OG0000293	0	0	2	5	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
OG0000294	0	0	14	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	16
OG0000295	0	0	5	4	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	16
OG0000296	0	0	7	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
OG0000297	0	0	4	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
OG0000298	0	0	3	1	5	1	1	1	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
OG0000299	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	1	1	2	0	2	3	0	0	0	2	0	1	0	0	0	0	16
OG0000300	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
OG0000301	0	0	0	0	0	0	0	0	0	0	1	3	3	1	3	0	1	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	16
OG0000302	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	1	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	16
OG0000303	0	0	0	0	0	0	0	0	0	0	1	1	5	2	1	2	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	16
OG0000304	0	0	0	0	0	0	0	0	0	0	1	7	5	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
OG0000305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	1	2	0	0	0	0	0	0	0	0	0	0	16
OG0000306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	1	0	0	0	0	0	0	16
OG0000307	2	0	0	0	0	0	0	0	0	0	1	0	0	1	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
OG0000308	0	0	11	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
OG0000309	0	0	1	1	1	0	0	0	0	0	0	1	1	0	0	1	1	1	1	0	1	1	0	0	0	0	0	1	1	0	1	1	15
OG0000310	0	0	5	4	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	15
OG0000311	0	0	2	1	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
OG0000312	0	0	8	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
OG0000313	0	0	2	2	0	2	3	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
OG0000314	0	0	1	1	2	0	0	0	0	0	1	1	2	1	1	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	1	15
OG0000315	0	0	2	1	1	1	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	15
OG0000316	0	0	1	1	1	4	3	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
OG0000317	0	0	0	1	1	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	6	3	0	0	0	15
OG0000318	0	0	0	0	1	0	0	0	0	0	1	2	6	1	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	15
OG0000319	0	0	0	0	0	1	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
OG0000320	0	0	0	0	0	0	0	0	0	0	2	2	2	0	8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	15
OG0000321	1	0	8	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
OG0000322	0	1	0	1	7	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	14
OG0000323	0	0	1	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	5	14
OG0000324	0	0	3	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
OG0000325	0	0	2	1	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
OG0000326	0	0	5	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
OG0000327	0	0	6	1	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
OG0000328	0	0	1	2	5	0	0	0	0	0	0	2	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	14
OG0000329	0	0	1	6	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
OG0000330	0	0	0	0	0	0	0	0	0	0	1	1	2	0	1	2	2	1	1	0	1	2	0	0	0	0	0	0	0	0	0	0	14
OG0000331	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	1	1	1	1	3	0	1	0	0	0	0	0	0	0	0	14
OG0000332	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	11	0	0	0	0	0	0	0	0	0	1	14
OG0000333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
OG0000334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	14
OG0000335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	14
OG0000336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	14
OG0000337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	14
OG0000338	1	0	3	3	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
OG0000339	0	0	4	1	3	0	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
OG0000340	0	0	1	3	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	13
OG0000341	0	0	5	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
OG0000342	0	0	4	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	13
OG0000343	0	0	2	1	3	1	1	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
OG0000344	0	0	2	1	0	1	1	2	1	1	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	13
OG0000345	0	0	1	2	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
OG0000346	0	0	1	0	0	0	0	0	0	0	1	2	7	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
OG0000347	0	0	2	6	2	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
OG0000348	0	0	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	1	0	0	0	13
OG0000349	0	0	2	1	1	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	13
OG0000350	0	0	0	1	1	1	0	2	1	1	0	0	1	0	1	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	13
OG0000351	0	0	0	2	1	2	1	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	13
OG0000352	0	0	0	0	1	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
OG0000353	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	1	0	0	0	0	0	13
OG0000354	0	0	0	0	0	0	0	0	0	0	8	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
OG0000355	0	0	0	0	0	0	0	0	0	0	1	4	5	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
OG0000356	0	0	0	0	0	0	0	0	0	0	0	6	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
OG0000357	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	2	6	0	1	0	0	0	0	0	0	0	0	0	0	0	13
OG0000358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	11	0	0	1	0	0	0	0	0	0	0	0	0	0	13
OG0000359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	5	0	0	0	0	0	0	0	13
OG0000360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	8	13
OG0000361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	5	13
OG0000362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	13
OG0000363	1	1	1	0	0	1	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	12
OG0000364	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0	0	1	5	0	0	0	0	0	0	0	0	1	0	12
OG0000365	0	0	2	7	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	12
